810	0
793	2
762	4
811	6
785	8
824	10
839	12
829	14
815	16
788	18
791	20
745	22
789	24
792	26
809	28
831	30
784	32
853	34
824	36
803	38
799	40
801	42
759	44
829	46
801	48
838	50
824	52
844	54
792	56
803	58
793	60
804	62
819	64
830	66
778	68
785	70
825	72
810	74
793	76
767	78
782	80
833	82
822	84
776	86
781	88
800	90
800	92
820	94
780	96
790	98
841	100
803	102
815	104
837	106
792	108
829	110
813	112
781	114
793	116
795	118
796	120
802	122
804	124
775	126
816	128
795	130
793	132
761	134
809	136
769	138
787	140
796	142
832	144
807	146
812	148
788	150
801	152
794	154
813	156
773	158
770	160
784	162
776	164
805	166
802	168
792	170
802	172
820	174
782	176
843	178
811	180
785	182
794	184
773	186
799	188
790	190
747	192
846	194
830	196
850	198
787	200
809	202
736	204
769	206
821	208
805	210
803	212
766	214
830	216
767	218
746	220
840	222
804	224
807	226
800	228
783	230
785	232
881	234
852	236
780	238
824	240
796	242
775	244
794	246
803	248
795	250
824	252
844	254
792	256
856	258
795	260
855	262
821	264
795	266
781	268
788	270
789	272
811	274
813	276
817	278
799	280
852	282
823	284
802	286
826	288
813	290
794	292
804	294
777	296
811	298
832	300
789	302
826	304
792	306
819	308
800	310
825	312
800	314
775	316
804	318
775	320
805	322
782	324
785	326
835	328
798	330
832	332
841	334
827	336
790	338
821	340
787	342
796	344
842	346
818	348
789	350
827	352
856	354
785	356
796	358
799	360
785	362
761	364
811	366
751	368
769	370
796	372
797	374
827	376
815	378
764	380
817	382
784	384
797	386
823	388
828	390
807	392
775	394
800	396
863	398
773	400
764	402
765	404
820	406
810	408
780	410
800	412
835	414
803	416
793	418
782	420
784	422
802	424
779	426
828	428
793	430
828	432
741	434
795	436
820	438
825	440
806	442
841	444
815	446
756	448
791	450
771	452
804	454
773	456
788	458
795	460
780	462
838	464
804	466
822	468
805	470
786	472
821	474
787	476
793	478
790	480
792	482
791	484
791	486
815	488
804	490
790	492
773	494
787	496
799	498
1073	500
905	502
869	504
797	506
770	508
832	510
832	512
847	514
809	516
801	518
853	520
809	522
811	524
791	526
743	528
805	530
791	532
797	534
770	536
804	538
782	540
777	542
798	544
808	546
775	548
729	550
839	552
804	554
780	556
749	558
762	560
773	562
794	564
813	566
781	568
795	570
795	572
813	574
765	576
811	578
803	580
802	582
820	584
829	586
828	588
810	590
824	592
798	594
830	596
778	598
791	600
779	602
784	604
771	606
797	608
828	610
815	612
798	614
759	616
833	618
797	620
774	622
855	624
783	626
855	628
791	630
777	632
804	634
800	636
807	638
821	640
805	642
745	644
801	646
805	648
778	650
790	652
776	654
804	656
817	658
800	660
791	662
801	664
768	666
815	668
808	670
856	672
773	674
781	676
810	678
812	680
762	682
803	684
815	686
762	688
818	690
809	692
837	694
789	696
811	698
813	700
824	702
805	704
804	706
770	708
800	710
760	712
775	714
781	716
773	718
786	720
816	722
807	724
800	726
804	728
844	730
830	732
838	734
832	736
807	738
769	740
790	742
809	744
817	746
795	748
800	750
815	752
814	754
812	756
814	758
759	760
817	762
815	764
779	766
800	768
830	770
791	772
807	774
821	776
816	778
814	780
816	782
799	784
809	786
818	788
769	790
793	792
812	794
823	796
775	798
817	800
794	802
757	804
813	806
798	808
819	810
753	812
818	814
839	816
822	818
807	820
801	822
819	824
783	826
767	828
