797	0
801	7
806	23
810	29
817	43
824	50
823	61
833	67
831	78
840	90
837	103
841	112
843	118
846	131
844	137
849	150
845	163
848	173
845	179
844	190
845	203
845	210
835	222
837	232
831	237
828	248
820	261
822	269
818	280
806	289
807	302
798	308
798	318
793	332
790	339
778	347
777	357
774	373
773	383
767	393
762	401
764	409
756	421
750	429
754	442
755	450
753	457
756	469
750	483
753	488
755	499
752	512
755	517
757	532
761	541
764	548
765	558
775	572
779	580
781	588
785	603
786	608
794	620
798	629
802	642
806	648
819	663
816	669
827	677
830	691
832	697
840	711
844	718
844	731
846	739
843	752
850	762
844	767
850	781
852	787
845	800
845	811
852	821
847	833
841	840
837	847
841	857
829	873
834	882
824	893
816	898
811	907
815	922
804	931
802	940
801	951
793	957
783	972
779	983
773	993
769	1000
774	1010
769	1023
767	1033
757	1043
755	1048
753	1061
757	1069
746	1077
756	1091
756	1102
752	1112
747	1122
751	1128
755	1140
757	1150
755	1157
761	1172
761	1177
770	1190
774	1198
779	1209
778	1217
792	1227
788	1239
795	1248
806	1260
811	1267
813	1280
820	1291
825	1299
827	1312
833	1322
828	1330
836	1339
839	1347
847	1357
842	1370
843	1377
853	1389
852	1399
845	1408
851	1417
846	1429
853	1442
848	1451
846	1462
840	1473
836	1478
834	1489
832	1499
832	1513
823	1521
821	1532
810	1543
808	1552
808	1557
797	1571
800	1578
790	1591
784	1602
785	1610
775	1621
768	1633
767	1637
761	1650
758	1662
757	1671
757	1681
751	1693
748	1703
746	1709
749	1717
748	1733
746	1740
753	1747
754	1757
760	1770
755	1780
757	1793
763	1803
770	1807
765	1820
778	1828
783	1837
778	1852
784	1863
795	1872
794	1882
804	1888
803	1900
817	1910
821	1918
818	1931
829	1943
835	1949
829	1963
842	1973
836	1982
838	1988
848	1997
848	2011
848	2022
850	2033
851	2040
851	2053
851	2059
851	2069
842	2083
846	2089
841	2097
841	2107
832	2122
828	2132
826	2137
820	2153
821	2159
815	2173
814	2180
802	2189
802	2197
790	2212
790	2219
786	2229
778	2241
777	2247
773	2262
764	2269
763	2278
763	2293
762	2303
757	2311
753	2318
757	2329
753	2338
752	2352
746	2358
753	2371
749	2381
748	2391
759	2397
763	2413
764	2418
769	2433
763	2438
774	2453
777	2458
776	2467
788	2480
786	2489
